step,target_lataccel,current_lataccel,error,abs_error,action,jerk,v_ego,a_ego,roll_lataccel
100,-0.2479827275465157,-0.29814271749755594,0.050159989951040235,0.050159989951040235,0.01820574700832367,,32.31136212101601,0.0914583050726256,0.5103984123145412
101,-0.3132002409109029,-0.29814271749755594,-0.015057523413346985,0.015057523413346985,-0.0050013186410069466,0.0,32.32517717875285,0.1141493681325994,0.5090265462761342
102,-0.3123250095810869,-0.27859237536656867,-0.03373263421451822,0.03373263421451822,-0.016055017709732056,0.19550342130987275,32.325821121060535,0.1180455435748878,0.5076546702561339
103,-0.2814833967597456,0.22140762463343133,-0.502891021393177,0.502891021393177,-0.013518852181732655,5.0,32.33503866512828,0.1385471708679817,0.5048800224647516
104,-0.3012370961529574,0.7214076246334313,-1.0226447207863887,1.0226447207863887,-0.16382169723510742,5.0,32.30744579281512,-0.1636615759721311,0.5017586951708187
105,-0.3067220978331745,0.6500488758553278,-0.9567709736885023,0.9567709736885023,-0.3670704662799835,-0.7135874877810355,32.31543573038194,0.0066765080349653,0.5010938295946842
106,-0.2812431654278882,0.6598240469208214,-0.9410672123487096,0.9410672123487096,-0.44298914074897766,0.09775171065493637,32.335429404067824,0.1433256725466587,0.5056648261554049
107,-0.247641431119043,0.3665689149560114,-0.6142103460750544,0.6142103460750544,-0.5343751907348633,-2.9325513196481,32.330348431090485,0.0259124985380415,0.5102357126404069
108,-0.2479227481462638,-0.11241446725317683,-0.13550828089308697,0.13550828089308697,-0.5228214263916016,-4.789833822091882,32.34906261648148,0.0585574502674543,0.5164556381271047
109,-0.2357167619845735,-0.3079178885630496,0.07220112657847608,0.07220112657847608,-0.42746877670288086,-1.9550342130987275,32.33708532849428,-0.0344869019847308,0.5230683400309944
110,-0.1926870873968708,-0.43499511241446687,0.24230802501759607,0.24230802501759607,-0.3702685832977295,-1.2707722385141729,32.3390608398881,-0.0312306222291108,0.5268846847399257
111,-0.182392001514658,-0.45454545454545414,0.27215345303079613,0.27215345303079613,-0.29940322041511536,-0.19550342130987275,32.35394474794953,0.1223405314456298,0.524777261886353
112,-0.1837446888027446,-0.3079178885630496,0.12417319976030497,0.12417319976030497,-0.2487218827009201,1.4662756598240456,32.34305101323869,-0.0414262526559554,0.5226698147448806
113,-0.1586929645585002,-0.22971652003910048,0.07102355548060027,0.07102355548060027,-0.256700336933136,0.782013685239491,32.35084456198876,0.0261552452438454,0.51850009797473
114,-0.1704787678037846,-0.11241446725317683,-0.05806430055060777,0.05806430055060777,-0.26401305198669434,1.1730205278592365,32.36435309106989,0.1020938908262341,0.5138274680589264
115,-0.164842240047822,-0.04398826979472137,-0.12085397025310063,0.12085397025310063,-0.27869534492492676,0.6842619745845546,32.34485494383736,-0.1036727425499173,0.5101765604247871
116,-0.1555499061695536,0.004887585532746819,-0.16043749170230043,0.16043749170230043,-0.2914425730705261,0.4887585532746819,32.34731334913786,-0.0900972382466541,0.5087897034870609
117,-0.154005739204456,-0.014662756598240456,-0.13934298260621555,0.13934298260621555,-0.2967124283313751,-0.19550342130987275,32.35268358351484,0.0214509914925709,0.5074028363531753
118,-0.1112812809030523,-0.08308895405669592,-0.028192326846356378,0.028192326846356378,-0.27748197317123413,-0.6842619745845546,32.342703981742154,-0.0423063744922304,0.5099240737061447
119,-0.0895108652822939,-0.16129032258064502,0.07177945729835111,0.07177945729835111,-0.24515748023986816,-0.782013685239491,32.34913665795976,0.0056744723304935,0.5133109197422346
120,-0.0451556558220258,-0.2883675464320623,0.2432118906100365,0.2432118906100365,-0.20262709259986877,-1.2707722385141729,32.34949839440718,0.0258456359709625,0.5155199417009585
121,-0.0304126796766159,-0.1808406647116323,0.1504279850350164,0.1504279850350164,-0.13637776672840118,1.0752688172043001,32.34224075333108,-0.017936995610672,0.5149771787985303
122,-0.0219022910972956,-0.17106549364613866,0.14916320254884305,0.14916320254884305,-0.13019554316997528,0.09775171065493637,32.334094330007034,-0.0716823713848156,0.5144344143153272
123,-0.0053983044255263,-0.14173998044965774,0.13634167602413144,0.13634167602413144,-0.10622847080230713,0.2932551319648091,32.34194019353669,0.0667683234876708,0.5103497470215097
124,-0.0018484650446822,-0.03421309872922773,0.03236463368454553,0.03236463368454553,-0.08984508365392685,1.0752688172043001,32.34883486303565,0.0939947904098664,0.5055027902233704
125,0.0331461225332721,-0.024437927663734094,0.057584050197006194,0.057584050197006194,-0.10359042882919312,0.09775171065493637,32.33413699828523,-0.0555229178135512,0.5049152687788929
126,0.0825097457324696,-0.03421309872922773,0.11672284446169733,0.11672284446169733,-0.0934140682220459,-0.09775171065493637,32.34713802786387,0.1095668144824645,0.5138098606116444
127,0.0956907102842981,0.04398826979472137,0.05170244048957673,0.05170244048957673,-0.08523286879062653,0.782013685239491,32.31812148713192,-0.168850817679414,0.5227040289097945
128,0.1026491686717995,0.053763440860215006,0.0488857278115845,0.0488857278115845,-0.10267113149166107,0.09775171065493637,32.3168008649654,-0.0968612211653278,0.5244835129213914
129,0.1098085024391999,0.1026392961876832,0.007169206251516708,0.007169206251516708,-0.0992540493607521,0.4887585532746819,32.32754920128664,0.0497891345141065,0.5246882680322517
130,0.1111928535587797,0.1319648093841641,-0.02077195582538441,0.02077195582538441,-0.11432015150785446,0.2932551319648091,32.34807760810414,0.1232425632416235,0.5258724444171499
131,0.1098056016190915,0.1319648093841641,-0.022159207765072603,0.022159207765072603,-0.1300804615020752,0.0,32.349467760004785,0.0746891115959427,0.5293606081578137
132,0.1112714965952618,0.07331378299120228,0.037957713604059515,0.037957713604059515,-0.13911837339401245,-0.5865102639296182,32.37039757635043,0.1529139287911108,0.532848704776394
133,0.1103626265245111,0.08308895405669592,0.027273672467815188,0.027273672467815188,-0.12494733184576035,0.09775171065493637,32.35807997820343,-0.0490773354364947,0.5352583843437022
134,0.0951401086596331,0.024437927663734094,0.070702180995899,0.070702180995899,-0.12866239249706268,-0.5865102639296182,32.36548881912453,0.0351344973664393,0.5374353907378558
135,0.0886551737591951,0.03421309872922773,0.05444207502996737,0.05444207502996737,-0.1174214631319046,0.09775171065493637,32.40153109253109,0.2457870072491452,0.5402372654001085
136,0.0955328762840774,0.014662756598240456,0.08087011968583695,0.08087011968583695,-0.12386059015989304,-0.19550342130987275,32.38628997155328,0.0017184337965685,0.5444983058719248
137,0.0465789896364807,0.03421309872922773,0.012365890907252972,0.012365890907252972,-0.12521933019161224,0.19550342130987275,32.39921302640463,0.1196306805921812,0.5487592433005328
138,0.0211427545291551,0.014662756598240456,0.006479997930914645,0.006479997930914645,-0.14069457352161407,-0.19550342130987275,32.399676631452984,0.0216856976291348,0.5499373486686434
139,0.0074023480797147,0.024437927663734094,-0.017035579584019394,0.017035579584019394,-0.14702363312244415,0.09775171065493637,32.407292256310456,0.0908139614903953,0.5504071357633358
140,-0.0344579354144573,0.014662756598240456,-0.04912069201269775,0.04912069201269775,-0.16628338396549225,-0.09775171065493637,32.41369263029648,0.0179925723047008,0.5497180146254208
141,-0.0590595612188973,0.03421309872922773,-0.09327265994812503,0.09327265994812503,-0.17647984623908997,0.19550342130987275,32.4495649030608,0.2299852213845735,0.5466062675271678
142,-0.0603505571941535,-0.014662756598240456,-0.04568780059591304,0.04568780059591304,-0.1946563422679901,-0.4887585532746819,32.45413470939803,0.1363415665775719,0.5434944652588716
143,-0.0467905016995615,-0.053763440860215006,0.006972939160653509,0.006972939160653509,-0.18920427560806274,-0.3910068426197455,32.451965302770255,0.0208672187008685,0.5474495250249094
144,-0.0422518481978712,-0.12218963831867047,0.07993779012079927,0.07993779012079927,-0.178797647356987,-0.6842619745845546,32.46264067934332,0.1029533624894901,0.5531449937724983
145,-0.0472249450457618,-0.12218963831867047,0.07496469327290867,0.07496469327290867,-0.15484805405139923,0.0,32.46615644206431,0.0398758434857941,0.556370689077314
146,-0.038607548115376,-0.024437927663734094,-0.014169620451641905,0.014169620451641905,-0.15029563009738922,0.9775171065493637,32.470062759091995,0.0157179328894555,0.5541536782203265
147,-0.0394108496666899,0.03421309872922773,-0.07362394839591763,0.07362394839591763,-0.17754541337490082,0.5865102639296182,32.51326533971984,0.2473848424032564,0.5519366389696733
148,-0.0424355697082096,0.03421309872922773,-0.07664866843743734,0.07664866843743734,-0.20258411765098572,0.0,32.529324891796826,0.2638371640562503,0.5519435783986296
