step,target_lataccel,current_lataccel,error,abs_error,action,jerk,v_ego,a_ego,roll_lataccel
100,-0.0567971132849257,-0.03421309872922773,-0.022584014555697966,0.022584014555697966,-0.1266326606273651,,16.748613781653006,1.0629148659347254,0.35680121845763646
101,-0.0594901821946022,-0.024437927663734094,-0.035052254530868104,0.035052254530868104,-0.1283700168132782,0.09775171065493637,16.854121788374147,1.0522071574591854,0.3502693910283403
102,-0.0617417840698712,-0.024437927663734094,-0.037303856406137106,0.037303856406137106,-0.12091923505067825,0.0,16.963192947943924,1.0969916233665236,0.3461773097714056
103,-0.0633171895646659,-0.03421309872922773,-0.029104090835438162,0.029104090835438162,-0.12128466367721558,-0.09775171065493637,17.066957835825256,1.0621047827879369,0.34208516820345364
104,-0.0639762976121654,0.2590420332355814,-0.3230183308477468,0.3230183308477468,-0.12530486285686493,2.9325513196480912,17.163779210333598,0.9775184627348188,0.3405561280491759
105,-0.0587044952737116,0.34701857282502413,-0.4057230680987357,0.4057230680987357,-0.23822596669197083,0.8797653958944274,17.274053726640517,1.0322326581923231,0.3396352873541012
106,-0.0592139693943468,0.3176930596285432,-0.37690702902289,0.37690702902289,-0.32413291931152344,-0.2932551319648091,17.376397410687787,1.0261985453380846,0.33855754351802003
107,-0.0592020964688238,0.3079178885630496,-0.3671199850318734,0.3671199850318734,-0.3627404570579529,-0.09775171065493637,17.48017631755992,1.025566675813131,0.3371384965383832
108,-0.0596669242008576,0.29814271749755594,-0.35780964169841356,0.35780964169841356,-0.3982824385166168,-0.09775171065493637,17.58437200039723,1.0431014735712545,0.3357194424959088
109,-0.0609123692720461,0.20039100684261957,-0.2613033761146657,0.2613033761146657,-0.4315105974674225,-0.9775171065493637,17.685353285427485,1.0366426152769688,0.33381527526167204
110,-0.0566698323676152,0.09286412512218956,-0.14953395748980475,0.14953395748980475,-0.4350021481513977,-1.0752688172043001,17.784788502373573,1.0244028654852944,0.33180529244772505
111,-0.0528358322489429,0.004887585532746819,-0.05772341778168972,0.05772341778168972,-0.43154311180114746,-0.8797653958944274,17.88890566013928,1.0379834872705438,0.33127638331510734
112,-0.0474819791344458,-0.03421309872922773,-0.013268880405218071,0.013268880405218071,-0.4242839515209198,-0.3910068426197455,18.004495096688597,1.14000674487035,0.33400243678875047
113,-0.04591355496236,-0.053763440860215006,0.007849885897855007,0.007849885897855007,-0.42067521810531616,-0.19550342130987275,18.10121295098604,1.040387441953947,0.3367284644409807
114,-0.0444146662346761,-0.06353861192570864,0.01912394569103254,0.01912394569103254,-0.41044190526008606,-0.09775171065493637,18.205911430084345,1.0590842849328228,0.3408789707480421
115,-0.0374099791351159,-0.053763440860215006,0.016353461725099105,0.016353461725099105,-0.39347997307777405,0.09775171065493637,18.30372164639373,0.9904832730548356,0.34538548715594963
116,-0.0304832871925902,-0.06353861192570864,0.033055324733118445,0.033055324733118445,-0.39401373267173767,-0.09775171065493637,18.398599951607792,0.934197461451743,0.3500934156365499
117,-0.0289075555871904,-0.08308895405669592,0.05418139846950552,0.05418139846950552,-0.39244621992111206,-0.19550342130987275,18.49365442236979,0.9215040520694652,0.3552649523762976
118,-0.0280110413747649,-0.09286412512218956,0.06485308374742466,0.06485308374742466,-0.38802051544189453,-0.09775171065493637,18.5892821143273,0.9329497225906968,0.3604363902572642
119,-0.0203649231011993,-0.053763440860215006,0.03339851775901571,0.03339851775901571,-0.37884584069252014,0.3910068426197455,18.69367111548092,0.9733634584488582,0.3663661265490628
120,-0.012805078851881,-0.07331378299120228,0.06050870413932128,0.06050870413932128,-0.3830105662345886,-0.19550342130987275,18.784323221903023,0.9437530598325542,0.3724763427505763
121,-0.0014611808808888,-0.06353861192570864,0.062077431044819845,0.062077431044819845,-0.37159740924835205,0.09775171065493637,18.88080416092241,0.9398113354333634,0.37562788578061207
122,0.022334225860439,-0.08308895405669592,0.10542317991713492,0.10542317991713492,-0.36627694964408875,-0.19550342130987275,18.982906925291267,0.9803658128041156,0.3721979684921477
123,0.0252546960646435,-0.07331378299120228,0.09856847905584579,0.09856847905584579,-0.35127556324005127,0.09775171065493637,19.06598487421534,0.8863462447821178,0.368768005638338
124,0.0315667327829407,-0.07331378299120228,0.10488051577414298,0.10488051577414298,-0.3461519777774811,0.0,19.155287450962163,0.8897059254781606,0.3497749809009165
125,0.0353498962610883,-0.1026392961876832,0.1379891924487715,0.1379891924487715,-0.33336514234542847,-0.2932551319648091,19.24341148323961,0.8545356817760765,0.3286336374081856
126,0.0244052778983374,-0.16129032258064502,0.18569560047898243,0.18569560047898243,-0.31980499625205994,-0.5865102639296182,19.34035368940232,0.9217681360158044,0.3100532469091687
127,0.0153731142360193,-0.17106549364613866,0.18643860788215796,0.18643860788215796,-0.29438793659210205,-0.09775171065493637,19.43384059559028,0.919413031694722,0.2958047352476768
128,0.0081756169362661,-0.12218963831867047,0.13036525525493656,0.13036525525493656,-0.27592039108276367,0.4887585532746819,19.52008214761175,0.862714872566826,0.2815555989596472
129,0.0107420953435612,-0.1319648093841641,0.1427069047277253,0.1427069047277253,-0.27366018295288086,-0.09775171065493637,19.612783303435045,0.9235138209191356,0.28074995474435194
130,0.009517854125922,-0.053763440860215006,0.06328129498613701,0.06328129498613701,-0.25677457451820374,0.782013685239491,19.70399691536874,0.8916819015595097,0.28187623781241944
131,0.0079049871602778,-0.024437927663734094,0.032342914824011894,0.032342914824011894,-0.2669604420661926,0.2932551319648091,19.79865131741545,0.9329273572222828,0.2855599413764792
